school,level,october_year,school_year,measure,value,data_type,_source,_source_row
MESA,Elementary,2017,2017-18,2ND,52.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2017,2017-18,3RD,56.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2017,2017-18,KDG,45.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2017,2017-18,enrollment,272.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2017,2017-18,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2017,2017-18,pct_of_max,0.8242424242424242,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2018,2018-19,enrollment,260.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2018,2018-19,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2018,2018-19,pct_of_max,0.7878787878787878,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,1ST,44.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,2ND,48.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,3RD,54.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,KDG,41.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,enrollment,261.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2019,2019-20,pct_of_max,0.7909090909090909,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,1ST,42.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,2ND,40.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,3RD,50.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,KDG,41.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,enrollment,237.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2020,2020-21,pct_of_max,0.7181818181818181,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,1ST,41.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,2ND,48.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,3RD,43.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,KDG,38.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,enrollment,247.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2021,2021-22,pct_of_max,0.7484848484848485,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,1ST,42.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,2ND,46.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,3RD,49.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,KDG,43.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,enrollment,245.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2022,2022-23,pct_of_max,0.7424242424242424,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,1ST,33.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,2ND,34.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,3RD,44.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,4TH,46.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,5TH,50.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,6TH,13.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,KDG,26.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,enrollment,233.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2023,2023-24,pct_of_max,0.706060606060606,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,1ST,27.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,2ND,37.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,3RD,41.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,4TH,44.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,5TH,49.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,KDG,33.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,enrollment,231.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2024,2024-25,pct_of_max,0.7,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,1ST,36.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,2ND,31.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,3RD,37.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,4TH,46.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,5TH,47.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,KDG,28.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,enrollment,225.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,max_enrollment,330.0,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
MESA,Elementary,2025,2025-26,pct_of_max,0.6818181818181818,actual,"enrollmentdata.org transcription of BVSD October pupil count (github.com/yoavlurie/bvsd-enrollment, commit 37a9bf9, CC0)","data/raw/enrollmentdata/BVSD_October_Headcount_2014-2025.csv, rows where school in {MESA, BEAR CREEK}"
