FIPS,GEONAME,AgeGroup,Age,Change1120,Cng5Yr1120
41,"El Paso County, Colorado",20,23,-110,
41,"El Paso County, Colorado",20,24,-69,
41,"El Paso County, Colorado",25,25,-3,-9
41,"El Paso County, Colorado",25,26,-66,
41,"El Paso County, Colorado",25,27,-6,
41,"El Paso County, Colorado",25,28,26,
41,"El Paso County, Colorado",25,29,40,
41,"El Paso County, Colorado",30,30,32,317
41,"El Paso County, Colorado",30,31,9,
41,"El Paso County, Colorado",30,32,93,
41,"El Paso County, Colorado",30,33,77,
41,"El Paso County, Colorado",30,34,106,
41,"El Paso County, Colorado",35,35,100,313
41,"El Paso County, Colorado",35,36,104,
41,"El Paso County, Colorado",35,37,69,
41,"El Paso County, Colorado",35,38,12,
41,"El Paso County, Colorado",35,39,28,
41,"El Paso County, Colorado",40,40,22,44
41,"El Paso County, Colorado",40,41,8,
41,"El Paso County, Colorado",40,42,9,
41,"El Paso County, Colorado",40,43,7,
41,"El Paso County, Colorado",40,44,-2,
43,"Fremont County, Colorado",15,15,0,-9
43,"Fremont County, Colorado",15,16,0,
43,"Fremont County, Colorado",15,17,-5,
43,"Fremont County, Colorado",15,18,-3,
43,"Fremont County, Colorado",15,19,-1,
43,"Fremont County, Colorado",20,20,-15,-38
43,"Fremont County, Colorado",20,21,6,
43,"Fremont County, Colorado",20,22,-6,
43,"Fremont County, Colorado",20,23,-8,
43,"Fremont County, Colorado",20,24,-15,
43,"Fremont County, Colorado",25,25,3,21
43,"Fremont County, Colorado",25,26,-1,
43,"Fremont County, Colorado",25,27,2,
43,"Fremont County, Colorado",25,28,16,
43,"Fremont County, Colorado",25,29,1,
43,"Fremont County, Colorado",30,30,-2,33
43,"Fremont County, Colorado",30,31,11,
43,"Fremont County, Colorado",30,32,17,
