file,url,publisher,series,geography,years,retrieved_utc,md5,notes,bytes
census_datacensusgov_subcounty_QUERY_URLS.csv,(see rows),"U.S. Census Bureau (data.census.gov table API, no key required)",Log of the exact data.census.gov API URLs for the DHC 2020 / SF1 2010 / place-level and block-group extracts,various,"2010, 2020, ACS 2020-2024",2026-09-04T02:30:31Z,fea134d29096797dffae908f3af8581b,Written by this session,2942
census_dhc2020_blockgroup_boulder_county_P12_sex_by_age.csv,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P12&g=050XX00US08013$1500000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P12: sex by age (P12); same response as CSV (rows verbatim),"All 228 block groups in Boulder County, CO",2020 Census (DHC),2026-09-04T02:29:42Z,c5a67a4670f772d918fd523c0c48c7c5,Retrieved 2026-09-04T02:29:42Z; 228 rows x 100 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),63799
census_dhc2020_blockgroup_boulder_county_P12_sex_by_age.json,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P12&g=050XX00US08013$1500000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P12: sex by age (P12); raw JSON response,"All 228 block groups in Boulder County, CO",2020 Census (DHC),2026-09-04T02:29:42Z,26d8e15ded721e5d73abe123f273c1d7,Retrieved 2026-09-04T02:29:42Z; 228 rows x 100 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),155324
census_dhc2020_blockgroup_boulder_county_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=050XX00US08013$1500000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"All 228 block groups in Boulder County, CO",2020 Census (DHC),2026-09-04T02:29:39Z,c5c1d6c4efecd980bc7e83584f1e920d,Retrieved 2026-09-04T02:29:39Z; 228 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),53336
census_dhc2020_blockgroup_boulder_county_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=050XX00US08013$1500000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"All 228 block groups in Boulder County, CO",2020 Census (DHC),2026-09-04T02:29:39Z,bc9e3761124922ea06b8bcfd0af4f517,Retrieved 2026-09-04T02:29:39Z; 228 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),133881
census_dhc2020_county_boulder_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=050XX00US08013,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"Boulder County, CO",2020 Census (DHC),2026-09-04T02:30:12Z,cfc51005b1e535c1dbb9480886aa064b,Retrieved 2026-09-04T02:30:12Z; 1 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),1134
census_dhc2020_county_boulder_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=050XX00US08013,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"Boulder County, CO",2020 Census (DHC),2026-09-04T02:30:12Z,5432ad65681d3d8c39f37463217b12cc,Retrieved 2026-09-04T02:30:12Z; 1 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),1984
census_dhc2020_place_boulder_city_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=160XX00US0807850,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"Boulder city, CO (place 0807850)",2020 Census (DHC),2026-09-04T02:30:05Z,1ee1ce0f244d61873aa452ced0f9411c,Retrieved 2026-09-04T02:30:05Z; 1 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),1098
census_dhc2020_place_boulder_city_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=160XX00US0807850,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"Boulder city, CO (place 0807850)",2020 Census (DHC),2026-09-04T02:30:05Z,d902723a014e856c9ccb5927ab483b45,Retrieved 2026-09-04T02:30:05Z; 1 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),1950
census_dhc2020_tract_boulder_county_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=050XX00US08013$1400000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"All 78 census tracts in Boulder County, CO",2020 Census (DHC),2026-09-04T02:29:36Z,9327ef7c8f533e457581aa99fb98420b,Retrieved 2026-09-04T02:29:36Z; 78 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),19135
census_dhc2020_tract_boulder_county_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALDHC2020.P14&g=050XX00US08013$1400000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALDHC2020.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"All 78 census tracts in Boulder County, CO",2020 Census (DHC),2026-09-04T02:29:36Z,3b43b512a2869a710f094f7cb2603e74,Retrieved 2026-09-04T02:29:36Z; 78 rows x 88 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),47030
census_sf12010_county_boulder_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALSF12010.P14&g=050XX00US08013,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALSF12010.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"Boulder County, CO",2010 Census (SF1),2026-09-04T02:30:27Z,258d1d1f0fb5a77635129250b76aeba5,Retrieved 2026-09-04T02:30:27Z; 1 rows x 45 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),618
census_sf12010_county_boulder_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALSF12010.P14&g=050XX00US08013,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALSF12010.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"Boulder County, CO",2010 Census (SF1),2026-09-04T02:30:27Z,bb98d637e3636d237c23a9202e00b45e,Retrieved 2026-09-04T02:30:27Z; 1 rows x 45 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),1124
census_sf12010_place_boulder_city_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALSF12010.P14&g=160XX00US0807850,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALSF12010.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"Boulder city, CO (place 0807850)",2010 Census (SF1),2026-09-04T02:30:11Z,06c5e3024ac652a48128f903d90d9994,Retrieved 2026-09-04T02:30:11Z; 1 rows x 45 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),582
census_sf12010_place_boulder_city_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALSF12010.P14&g=160XX00US0807850,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALSF12010.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"Boulder city, CO (place 0807850)",2010 Census (SF1),2026-09-04T02:30:11Z,7eebe5bae7d0026ad750721adaf01980,Retrieved 2026-09-04T02:30:11Z; 1 rows x 45 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),1090
census_sf12010_tract_boulder_county_P14_sex_by_single_year_age_under20.csv,https://data.census.gov/api/access/data/table?id=DECENNIALSF12010.P14&g=050XX00US08013$1400000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALSF12010.P14: sex by single year of age for the population under 20 (P14); same response as CSV (rows verbatim),"All 78 census tracts in Boulder County, CO",2010 Census (SF1),2026-09-04T02:30:30Z,2c3cc7a695a1a776f7ff45687a8205b5,Retrieved 2026-09-04T02:30:30Z; 68 rows x 45 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),13712
census_sf12010_tract_boulder_county_P14_sex_by_single_year_age_under20.json,https://data.census.gov/api/access/data/table?id=DECENNIALSF12010.P14&g=050XX00US08013$1400000,"U.S. Census Bureau (data.census.gov table API, no key required)",DECENNIALSF12010.P14: sex by single year of age for the population under 20 (P14); raw JSON response,"All 78 census tracts in Boulder County, CO",2010 Census (SF1),2026-09-04T02:30:30Z,a685281ecc755c1711dfdffb816ad2a3,Retrieved 2026-09-04T02:30:30Z; 68 rows x 45 cols. Sub-county age structure for the attendance-area overlay (2010 tract rows use 2010 tract geography),23212
co-est00int-alldata-08.csv,https://www2.census.gov/programs-surveys/popest/datasets/2000-2010/intercensal/county/co-est00int-alldata-08.csv,U.S. Census Bureau,"Intercensal 2000-2010 county population by 5-year age group (AGEGRP), sex, race/Hispanic origin; Colorado counties only",Colorado counties; Boulder = COUNTY 013,"2000-2010 (YEAR 1=Apr 2000 census, 2-12=July 1 2000-2010, 13=Apr 2010 census)",2026-09-04T02:23:10Z,da7612ad1a7be0f3cddde81029962a55,"NOT a components file (no births). AGEGRP 0=total, 1=0-4, 2=5-9, ... Useful for Boulder County ages 0-4 / 5-9 in the 2000s",2621533
co-est2009-alldata.csv,https://www2.census.gov/programs-surveys/popest/datasets/2000-2009/counties/totals/co-est2009-alldata.csv,U.S. Census Bureau,"Vintage 2009 county population estimates and components of change: POPESTIMATE2000-2009, BIRTHS2000-2009, DEATHS, NETMIG (all US counties)","All US counties; Boulder County = STATE 08, COUNTY 013",2000-2009,2026-09-04T02:28:01Z,bc3886c54ad21840df2ab63e4296352a,Original Census filename retained. BIRTHS2000 covers 4/1/2000-6/30/2000 only (partial); BIRTHS2001..2009 are July 1-June 30 periods ending in the stated year. Pre-2010-census vintage. Latin-1 encoding,3678541
co-est2020-alldata.csv,https://www2.census.gov/programs-surveys/popest/datasets/2010-2020/counties/totals/co-est2020-alldata.csv,U.S. Census Bureau,"Vintage 2020 county population estimates and components of change: BIRTHS2010-2020, DEATHS, NETMIG, plus rates (all US counties)",All US counties; Boulder County = 08/013,2010-2020,2026-09-04T02:21:14Z,65f430d658319ff891641013138ce1b4,Original Census filename retained. BIRTHS2010 covers 4/1/2010-6/30/2010 only (partial); BIRTHS2011..2020 are July-June periods. Latin-1 encoding,4012355
co-est2024-alldata.csv,https://www2.census.gov/programs-surveys/popest/datasets/2020-2024/counties/totals/co-est2024-alldata.csv,U.S. Census Bureau,"Vintage 2024 county population estimates and components of change: BIRTHS2020-2024, DEATHS, NETMIG, plus rates (all US counties)",All US counties; Boulder County = 08/013,2020-2024,2026-09-04T02:21:13Z,20a23601b47aac1bd175e97b1e4e841b,Original Census filename retained. BIRTHS2020 covers 4/1/2020-6/30/2020 only (partial); BIRTHS2021..2024 are July-June periods. Latin-1 encoding,1769182
coloradokids_kids_count_2021_boulder_county_data_page.pdf,https://www.coloradokids.org/wp-content/uploads/2021/10/2021-County-Data-Page-BOULDER.pdf,Colorado Children's Campaign (KIDS COUNT in Colorado! 2021),"Boulder County data page: 2019 live births 2,477 (Colorado 62,875) plus child population, birth risk factors, education indicators",Boulder County,2019 (births); various,2026-09-04T02:27:48Z,1cff36de67a2c1fb0a29b8f4b8868e09,Text sibling via pdfplumber,48698
coloradokids_kids_count_2021_boulder_county_data_page.txt,https://www.coloradokids.org/wp-content/uploads/2021/10/2021-County-Data-Page-BOULDER.pdf,Colorado Children's Campaign (KIDS COUNT in Colorado! 2021),pdfplumber text extraction of coloradokids_kids_count_2021_boulder_county_data_page.pdf,Boulder County,2019 (births); various,2026-09-04T02:27:49Z,190d33e84329f2480087614c64d9fbf1,Derived by this session (pdfplumber extract_text; page markers '--- page N ---'),2834
kidscount_aecf_live_births_by_county_colorado_ind9847.xlsx,https://datacenter.aecf.org/rawdata.axd?ind=9847&loc=7,"Annie E. Casey Foundation KIDS COUNT Data Center (indicator 9847, supplied by Colorado Children's Campaign from CDPHE Vital Statistics)","Live births (number) by county and year, Colorado + all 64 counties; long format (LocationType, Location, TimeFrame, DataFormat, Data)",Colorado and all counties (Location='Boulder'),1990-2024 (2021 missing in the export),2026-09-04T02:29:17Z,6d8a07fbaeb600c65a73b91683991603,Calendar-year resident births per CDPHE. Human page: https://datacenter.aecf.org/data/tables/9847-live-births-by-county. Cross-checks: Boulder 2019=2477 matches the Colorado Kids Count 2021 county page; 2022-2024 match CDPHE 2025 summary T6 exactly,54549
sdo_annual_population_summary_2023.pdf,https://spl.cde.state.co.us/artemis/locserials/loc615019internet/loc6150192023internet.pdf,Colorado State Demography Office (DOLA),"SDO Annual Population Summary, 2023 estimates (published January 2025): narrative on births, deaths, migration, aging","Colorado, regions, counties",2023 estimates,2026-09-04T02:33:13Z,3bb00f8c8c69831b790104a7fc5558ef,Archived at the Colorado State Publications Library (Artemis). Text sibling via pdfplumber,1486221
sdo_annual_population_summary_2023.txt,https://spl.cde.state.co.us/artemis/locserials/loc615019internet/loc6150192023internet.pdf,Colorado State Demography Office (DOLA),pdfplumber text extraction of sdo_annual_population_summary_2023.pdf,"Colorado, regions, counties",2023 estimates,2026-09-04T02:33:16Z,6381f2931df91ec97e1ba541cc53c7cc,Derived by this session (pdfplumber extract_text; page markers '--- page N ---'),22775
sdo_annual_population_summary_2024.pdf,https://spl.cde.state.co.us/artemis/locserials/loc615019internet/loc6150192024internet.pdf,Colorado State Demography Office (DOLA),"SDO Colorado Population Summary, 2024 estimates (published February 2026)","Colorado, regions, counties",2024 estimates,2026-09-04T02:33:14Z,0d796c7a4ff02dc18b523d8972067ba9,2025 edition (loc6150192025internet.pdf) returned 404 on 2026-09-03. Text sibling via pdfplumber,1694643
sdo_annual_population_summary_2024.txt,https://spl.cde.state.co.us/artemis/locserials/loc615019internet/loc6150192024internet.pdf,Colorado State Demography Office (DOLA),pdfplumber text extraction of sdo_annual_population_summary_2024.pdf,"Colorado, regions, counties",2024 estimates,2026-09-04T02:33:17Z,cb567385910a8473fa68ead2b1309955,Derived by this session (pdfplumber extract_text; page markers '--- page N ---'),26213
sdo_bucket_ACS2024_tract.zip,https://storage.googleapis.com/co-publicdata/ACS2024_tract.zip,Colorado State Demography Office (DOLA),"SDO shapefile of ACS 2020-2024 5-year estimates for all Colorado census tracts (263 attributes incl. pop2024, ageless10, age_0_9, ageless18, med_age, owned, rented, preschool, kndrgrtn, gr_1_4, med_hh_inc, plus MOE columns prefixed m)","All Colorado 2020 census tracts (1,447)",ACS 2020-2024,2026-09-04T02:24:19Z,4b11e41855b148db74c8e35416883fff,"Includes 2020 tract geometry, so it can be intersected with BVSD attendance-area GeoJSON directly. Field definitions in sibling _metadata.txt. Bucket LastModified 2026-03-24",10544007
sdo_bucket_ACS2024_tract_metadata.txt,https://storage.googleapis.com/co-publicdata/ACS2024_tract.zip,Colorado State Demography Office (DOLA),Plain-text extraction of ACS_2020_2024_Metadata.docx (shapefile field -> ACS variable mapping) from the tract shapefile zip,n/a,ACS 2020-2024,2026-09-04T02:28:12Z,c933a002a0dfc2ac7b344b5a9ec575f9,Derived by this session from the docx inside the zip (zipfile + regex on word/document.xml),14571
sdo_bucket_ChangeInBirths2011to2020.csv,https://storage.googleapis.com/co-publicdata/ChangeInBirths2011to2020.csv,Colorado State Demography Office (DOLA),Change in births 2011-2020 by county by single year of age of mother (Change1120) and 5-year age group (Cng5Yr1120),"All Colorado counties (FIPS = county code, Boulder = 13)",2011 vs 2020,2026-09-04T02:24:21Z,ea7b09aaf6360d9869d642409de6937e,SDO analysis file; decomposes the birth decline by maternal age,78693
sdo_bucket_Colorado_Components_Change_1970_2022.csv,https://storage.googleapis.com/co-publicdata/Colorado_Components_Change_1970_2022.csv,Colorado State Demography Office (DOLA),"Statewide components of change (population, change, births, deaths, net migration, data type)",Colorado statewide,1970-2050 (estimates through 2022),2026-09-04T02:24:21Z,e4a124f5458ef99bb20a22df1b2c01af,Older vintage (2022); statewide context only,4459
sdo_bucket_Forecast5yrsubstate.xls,https://storage.googleapis.com/co-publicdata/Forecast5yrsubstate.xls,Colorado State Demography Office (DOLA),"Table 1 preliminary population forecasts by region, 5-year steps",Colorado regions,2010-2050,2026-09-04T02:24:22Z,2ae24e431d15a261efc92a2fb9abeb81,Vintage 2020 Prepared October 2021; older vintage; context only,107520
sdo_bucket_PopulationByAgeCurrentYear.xls,https://storage.googleapis.com/co-publicdata/PopulationByAgeCurrentYear.xls,Colorado State Demography Office (DOLA),"Total population by broad age group (<18, 18-24, 25-44, 45-64, 65+) for state, regions, counties","Colorado, regions, counties","2021 (V2021 estimates, prepared Oct 2022)",2026-09-04T02:24:22Z,5d14f995b1bdeab35628ce205b70abf6,Older vintage; context only,46080
sdo_bucket_components-change-county.csv,https://storage.googleapis.com/co-publicdata/components-change-county.csv,Colorado State Demography Office (DOLA),"County components of change: estimate, change, births, deaths, netmig, datatype (Estimate/Projection); all 64 counties",All Colorado counties,1970-2060,2026-09-04T02:24:15Z,61ea4b4bb8b9f070bea681e39c22ee4d,Row 1 = 'Vintage 2024 Prepared March 2025'; column header on row 2 (pandas skiprows=1). Bucket LastModified 2026-03-31,316471
sdo_bucket_county-muni-timeseries.csv,https://storage.googleapis.com/co-publicdata/county-muni-timeseries.csv,Colorado State Demography Office (DOLA),Total population time series for municipalities and unincorporated county remainders,All Colorado municipalities (placefips) incl. Boulder city (7850) and Unincorporated Boulder County (99990),1980-2024,2026-09-04T02:24:20Z,d8f7df2cd307dc394013ebfe794ce79d,"Vintage 2024 Prepared October 2025; skiprows=1. Total population only, no age detail",942328
sdo_bucket_forecast1yrcounty.csv,https://storage.googleapis.com/co-publicdata/forecast1yrcounty.csv,Colorado State Demography Office (DOLA),"Table III-C-1 preliminary total population forecasts for Colorado counties, single-year",All Colorado counties,2000-2050,2026-09-04T02:24:19Z,42909b9e46edb04a85566e8374188694,Vintage 2023 Prepared October 2024. Wide format with title rows,30995
sdo_bucket_forecast1yrsubstate.csv,https://storage.googleapis.com/co-publicdata/forecast1yrsubstate.csv,Colorado State Demography Office (DOLA),"Table III-A-1 preliminary population forecasts for Colorado regions / substate areas, single-year",Colorado planning regions and substate areas (not municipalities),2000-2050,2026-09-04T02:24:19Z,11c3c9d9413bd6985585b293d7aad3a2,Vintage 2023 Prepared July 2024. Wide format with title rows. SDO does not publish municipal age forecasts,64071
sdo_bucket_muni-pop-housing.csv,https://storage.googleapis.com/co-publicdata/muni-pop-housing.csv,Colorado State Demography Office (DOLA),"Municipal population, household population, group quarters, household size, housing units, occupied/vacant units, vacancy rate",All Colorado municipalities incl. Boulder city (placefips 7850),2010-2024,2026-09-04T02:24:20Z,7e1972290009ae1ac37a83b5bddedfde,Vintage 2024 Prepared October 2025; skiprows=1,464740
sdo_bucket_sya-county.csv,https://storage.googleapis.com/co-publicdata/sya-county.csv,Colorado State Demography Office (DOLA),"Single year of age (0-100) by sex by county by year: malepopulation, femalepopulation, totalpopulation, datatype (Estimate/Forecast)",All Colorado counties (countyfips),1990-2060 (Estimate through 2024; Forecast 2025-2060),2026-09-04T02:24:17Z,06cd595ce2db314744ade7fd90e373d3,Vintage 2024 Prepared March 2025 (row 1); skiprows=1. ~20.9 MB. Boulder = countyfips 13. This is the requested county-sya file,20924469
sdo_components_of_change_boulder_state_1970_2060.csv,https://gis.dola.colorado.gov/lookups/components?county={13|0}&year={1970..2060},Colorado State Demography Office (DOLA),"Components of change (population estimate, change, births, deaths, net migration) harvested from the SDO lookups API, one request per county-year; county=0 is Colorado statewide",Boulder County (countyfips 13) and Colorado (0),1970-2060 (Estimate through 2024; Projection 2025-2060),2026-09-04T02:23:05Z,092a3699e3a8b43ecf67bf2b628c1f80,"Flattened from *_raw.json. Vintage 2024 (identical to bucket file components-change-county.csv). SDO births are on a July-June accounting period ending in the stated year, not calendar year; see FETCH_LOG.md",21212
sdo_components_of_change_boulder_state_1970_2060_raw.json,https://gis.dola.colorado.gov/lookups/components?county={13|0}&year={1970..2060},Colorado State Demography Office (DOLA),"Raw JSON responses from the SDO components lookup API (one element per request, with the URL)",Boulder County (13) and Colorado (0),1970-2060,2026-09-04T02:23:05Z,a7a960ba8fe5df33d46f00547eb55ab0,Raw API responses; source for the CSV of the same stem,57541
